clientID,Type,age,gender,Dependent_count,Educational_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_count,Month_Inactive_12_month,Contacts_count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Average_Utilization_Ratio,geography
ID_002906,Gold,24,F,4,Uneducated,Divorced,Less than $40K,Gold,25,3,1,6,25000,8608,7869,3467.9,27893,138,10.14,0.134,Canada
ID_002907,Platinum,59,F,2,Graduate,Divorced,$80K - $120K,Silver,8,5,1,2,2000,5176,6081,1537.79,45248,130,24.98,0.636,UK
ID_002908,Premium,34,F,3,High School,Single,$60K - $80K,Gold,48,1,5,4,7500,4852,16987,1976.1,47210,9,6.7,0.298,USA
ID_002909,Platinum,46,M,2,Post-Graduate,Married,Less than $40K,Blue,19,3,1,1,1000,5886,1654,2420.79,37434,151,-8.94,0.579,Canada
ID_002910,Gold,47,F,0,Unknown,Divorced,Less than $40K,Silver,2,4,4,8,7500,3742,17252,4634.39,38721,85,22.42,0.134,UK
ID_002911,Platinum,24,M,1,Uneducated,Single,$40K - $60K,Blue,6,2,1,4,2000,5882,5906,2888.48,22241,114,123.09,0.754,UK
ID_002912,Premium,50,F,1,High School,Divorced,Less than $40K,Silver,30,2,0,3,2000,294,1168,2051.26,5822,73,-33.68,0.749,UK
ID_002913,Standard,24,M,0,Uneducated,Unknown,$40K - $60K,Gold,2,1,3,9,2000,964,2133,-259.61,44811,22,-47.77,0.217,USA
ID_002914,Platinum,75,F,1,Unknown,Married,$60K - $80K,Blue,51,3,2,2,15000,8913,15091,3001.28,34475,44,-2.8,0.387,UK
ID_002915,Premium,41,F,0,Post-Graduate,Single,$80K - $120K,Silver,19,1,1,0,3000,5812,10062,2328.36,43317,194,119.36,0.514,UK
ID_002916,Premium,28,M,4,Uneducated,Unknown,$120K+,Gold,13,3,3,6,25000,4448,13244,4640.05,28825,193,136.06,0.679,UK
ID_002917,Gold,26,F,2,Graduate,Divorced,$60K - $80K,Gold,49,3,4,2,10000,1392,412,1052.2,39733,20,112.57,0.353,UK
ID_002918,Gold,29,F,1,High School,Unknown,Less than $40K,Gold,53,2,4,9,7500,337,9030,3772.66,34389,71,-42.44,0.045,USA
ID_002919,Platinum,52,F,4,Post-Graduate,Unknown,$80K - $120K,Silver,8,4,1,0,1000,3513,3635,695.17,46494,47,-10.92,0.274,Canada
ID_002920,Standard,21,M,1,Uneducated,Single,$120K+,Gold,9,4,5,9,10000,2379,14970,30.66,21472,16,15.91,0.536,Canada
ID_002921,Premium,53,F,3,Post-Graduate,Married,$120K+,Gold,23,5,5,9,5000,8664,1852,-926.85,22407,16,86.7,0.403,Canada
ID_002922,Platinum,45,F,0,Graduate,Married,Less than $40K,Silver,37,3,1,7,1000,831,16126,4372.52,18255,112,15.46,0.984,UK
ID_002923,Premium,74,M,0,Uneducated,Single,$120K+,Blue,8,2,5,7,25000,9077,5427,1667.71,43085,83,48.89,0.374,UK
ID_002924,Premium,30,M,4,Post-Graduate,Divorced,$120K+,Gold,9,3,0,2,10000,9242,16156,687.17,25027,183,-41.85,0.829,UK
ID_002925,Standard,40,F,3,Uneducated,Unknown,$60K - $80K,Silver,16,5,2,9,15000,8808,8626,1418.85,19479,103,-42.61,0.019,Canada
ID_002926,Standard,36,M,2,Uneducated,Married,$60K - $80K,Blue,16,2,5,2,1000,244,11333,3271.11,19410,197,96.42,0.449,UK
ID_002927,Platinum,59,M,3,Post-Graduate,Married,$120K+,Gold,12,3,1,1,25000,1800,5861,1359.62,21882,86,-28.98,0.432,Canada
ID_002928,Standard,54,M,3,Uneducated,Unknown,$40K - $60K,Silver,25,4,1,7,3000,688,5767,354.39,38005,185,5.12,0.913,USA
ID_002929,Standard,56,F,5,Graduate,Divorced,Less than $40K,Platinum,57,4,0,8,25000,4670,16932,-473.26,39192,199,-49.05,0.275,Canada
ID_002930,Platinum,41,F,2,Post-Graduate,Unknown,$40K - $60K,Silver,11,5,4,3,15000,8816,12990,2730.36,25646,97,59.77,0.455,Canada
ID_002931,Standard,33,M,2,Post-Graduate,Single,$40K - $60K,Gold,18,4,5,3,2000,7573,7275,4836.13,41839,92,58.67,0.653,Canada
ID_002932,Gold,50,F,3,Graduate,Single,$120K+,Blue,13,3,2,4,15000,678,14294,2808.77,3600,53,39.26,0.733,UK
ID_002933,Premium,29,M,1,Graduate,Divorced,Less than $40K,Blue,35,5,4,2,1000,3000,6316,4681.32,10595,179,107.37,0.975,Canada
ID_002934,Premium,51,F,5,Graduate,Married,$40K - $60K,Blue,18,1,1,4,10000,2927,18521,4268.02,36417,43,26.76,0.982,Canada
ID_002935,Premium,24,M,1,Uneducated,Married,$60K - $80K,Gold,43,5,2,3,2000,6350,2812,-64.96,10348,25,-0.39,0.557,UK
ID_002936,Premium,28,F,3,Uneducated,Divorced,$60K - $80K,Gold,30,4,1,7,7500,7830,2537,4274.25,13033,64,16.93,0.681,USA
ID_002937,Platinum,48,M,1,Unknown,Divorced,Less than $40K,Blue,43,2,0,4,15000,1341,3563,-993.46,49799,68,88.15,0.097,Canada
ID_002938,Premium,46,F,2,Uneducated,Single,$40K - $60K,Blue,37,5,0,6,2000,2350,8741,2057.85,13053,146,139.51,0.858,Canada
ID_002939,Premium,79,F,2,Graduate,Single,$80K - $120K,Blue,30,3,4,3,10000,8886,9043,2136.31,6948,140,90.95,0.343,UK
ID_002940,Premium,30,M,1,Unknown,Divorced,$80K - $120K,Blue,3,5,3,1,2000,857,6267,3360.95,11012,93,148.33,0.557,USA
ID_002941,Premium,48,F,2,Graduate,Married,Less than $40K,Silver,29,4,4,7,25000,4629,10061,3536.13,4269,56,71.3,0.899,Canada
ID_002942,Gold,19,F,0,High School,Unknown,Less than $40K,Gold,25,5,2,3,7500,8168,2011,390.01,46595,115,139.44,0.132,Canada
ID_002943,Premium,56,F,2,Post-Graduate,Unknown,$80K - $120K,Platinum,2,3,0,8,7500,6175,2525,4292.17,34618,160,-21.67,0.858,Canada
ID_002944,Gold,32,F,3,High School,Unknown,$40K - $60K,Blue,47,3,4,5,10000,1045,15375,74.67,34095,182,-2.4,0.158,USA
ID_002945,Platinum,74,F,4,Graduate,Single,$40K - $60K,Silver,5,4,0,7,10000,5821,305,4768.89,38972,149,82.14,0.311,UK
ID_002946,Standard,28,F,1,Uneducated,Divorced,$120K+,Platinum,31,3,3,8,1000,987,15863,4910.76,7476,67,47.8,0.665,Canada
ID_002947,Premium,51,F,5,Post-Graduate,Married,Less than $40K,Platinum,5,4,4,8,3000,5110,9635,3180.82,41965,25,22.71,0.736,Canada
ID_002948,Standard,56,F,1,Uneducated,Single,$40K - $60K,Blue,21,5,0,8,10000,2537,12486,2892.06,12431,86,21.0,0.749,UK
ID_002949,Standard,21,M,2,Uneducated,Divorced,$80K - $120K,Blue,48,5,1,6,5000,5166,13997,4875.22,38603,83,10.25,0.914,USA
ID_002950,Platinum,28,F,2,Post-Graduate,Divorced,$80K - $120K,Silver,49,1,5,2,7500,8192,15091,452.02,10520,37,112.19,0.291,USA
ID_002951,Standard,46,M,4,Post-Graduate,Unknown,$60K - $80K,Blue,26,4,3,7,15000,3011,3195,2855.96,45518,2,20.96,0.769,UK
ID_002952,Gold,19,F,4,High School,Unknown,$40K - $60K,Platinum,7,2,5,6,15000,3535,4348,1437.0,19903,100,-34.61,0.993,Canada
ID_002953,Standard,78,M,5,Graduate,Married,$120K+,Blue,30,4,1,8,7500,4133,13502,5.46,34253,43,-19.77,0.074,Canada
ID_002954,Standard,33,F,3,Uneducated,Married,$120K+,Silver,34,5,5,4,5000,9640,15320,-233.37,19131,192,48.83,0.2,USA
ID_002955,Standard,56,M,0,Graduate,Unknown,Less than $40K,Silver,28,5,2,3,2000,2531,3616,3202.25,43077,155,-24.48,0.914,USA
ID_002956,Premium,30,M,3,Graduate,Unknown,$60K - $80K,Silver,14,3,3,1,7500,6541,10873,373.91,26723,141,116.5,0.259,Canada
ID_002957,Premium,54,F,5,Unknown,Divorced,$80K - $120K,Silver,18,1,0,6,5000,6378,3250,2596.18,34114,126,132.96,0.946,UK
ID_002958,Gold,34,M,1,High School,Married,$80K - $120K,Silver,57,2,1,5,1000,6506,15592,425.7,492,173,-36.78,0.524,USA
ID_002959,Gold,38,F,2,Uneducated,Divorced,Less than $40K,Blue,44,1,2,5,15000,1538,5988,1722.96,25882,117,124.28,0.54,USA
ID_002960,Premium,61,F,3,Post-Graduate,Married,$120K+,Gold,17,4,1,9,10000,6279,19417,3453.99,12816,24,87.28,0.105,UK
ID_002961,Gold,77,M,2,Post-Graduate,Married,$120K+,Silver,25,4,3,7,3000,3520,7740,2168.82,1523,13,15.09,0.187,USA
ID_002962,Premium,36,F,2,Graduate,Single,$80K - $120K,Gold,6,5,5,0,7500,3156,6186,4228.85,15487,61,0.47,0.874,Canada
ID_002963,Platinum,24,M,3,High School,Unknown,Less than $40K,Blue,5,3,1,0,5000,1793,9985,2157.79,10991,173,31.11,0.722,USA
ID_002964,Standard,55,M,3,High School,Single,$40K - $60K,Silver,53,2,1,3,7500,5205,19527,165.43,12706,8,69.92,0.128,USA
ID_002965,Standard,25,F,4,Uneducated,Married,$60K - $80K,Gold,21,3,4,7,2000,3895,14808,4382.6,11588,117,-1.89,0.14,Canada
ID_002966,Gold,30,F,5,Uneducated,Divorced,$120K+,Gold,54,2,0,4,7500,7356,18943,1507.45,33469,178,126.04,0.914,UK
ID_002967,Premium,54,F,5,Graduate,Married,$120K+,Platinum,39,1,1,8,7500,6651,16942,4204.77,29565,5,-44.45,0.784,Canada
ID_002968,Premium,19,F,0,Graduate,Single,$120K+,Gold,59,5,4,2,15000,6406,18775,394.33,17873,130,-35.93,0.119,USA
ID_002969,Gold,58,F,4,Graduate,Unknown,$40K - $60K,Platinum,57,3,5,5,2000,7969,18944,2817.01,14803,103,45.43,0.569,UK
ID_002970,Premium,79,M,0,Unknown,Divorced,$40K - $60K,Platinum,50,4,0,5,7500,8213,1985,-8.34,11802,165,18.55,0.983,Canada
ID_002971,Platinum,28,M,3,High School,Married,$60K - $80K,Gold,20,5,3,3,10000,5524,12171,-519.6,46251,40,12.28,0.528,Canada
ID_002972,Standard,41,F,5,Graduate,Married,$120K+,Platinum,11,2,3,1,2000,4604,19754,4993.38,42064,130,41.3,0.094,USA
ID_002973,Gold,23,F,5,High School,Unknown,$80K - $120K,Gold,5,5,4,5,25000,2284,19624,-936.81,41399,44,64.69,0.478,Canada
ID_002974,Gold,78,F,0,Post-Graduate,Married,$120K+,Platinum,38,4,4,9,5000,9925,9953,2547.48,17611,27,-20.34,0.294,Canada
ID_002975,Premium,43,M,1,Post-Graduate,Married,$60K - $80K,Silver,39,4,3,2,3000,2686,19646,-919.4,26556,56,119.81,0.517,UK
ID_002976,Gold,24,M,4,High School,Unknown,$60K - $80K,Silver,35,2,2,7,3000,8094,9069,2310.39,21250,55,18.74,0.743,USA
ID_002977,Platinum,74,M,4,Post-Graduate,Single,$80K - $120K,Silver,35,5,5,1,5000,8472,18744,-400.54,30861,35,48.44,0.497,UK
ID_002978,Premium,56,F,4,Post-Graduate,Single,$40K - $60K,Gold,57,3,0,2,1000,1078,5849,3725.22,40620,110,63.34,0.133,Canada
ID_002979,Premium,36,F,5,Post-Graduate,Single,$80K - $120K,Gold,25,5,0,8,1000,5922,9747,756.24,3534,64,79.63,0.762,USA
ID_002980,Premium,23,M,2,Uneducated,Single,$60K - $80K,Blue,30,4,4,1,10000,843,4877,1066.05,18342,94,-27.44,0.246,Canada
ID_002981,Premium,60,F,5,Uneducated,Divorced,$80K - $120K,Gold,2,2,5,9,3000,3151,7076,513.91,2455,100,118.9,0.014,USA
ID_002982,Platinum,46,F,2,High School,Divorced,$120K+,Blue,20,1,0,0,5000,3400,874,-316.44,21949,105,-37.16,0.148,Canada
ID_002983,Premium,60,M,5,High School,Unknown,$60K - $80K,Blue,36,1,2,2,7500,7676,4935,2002.02,18177,58,-6.21,0.65,USA
ID_002984,Gold,56,M,3,Unknown,Unknown,$40K - $60K,Silver,37,5,0,9,5000,3574,13428,1686.04,31939,84,-30.32,0.943,USA
ID_002985,Platinum,19,F,5,Uneducated,Unknown,$40K - $60K,Gold,2,4,4,5,2000,8515,13246,2236.59,46947,94,102.63,0.76,Canada
ID_002986,Standard,36,M,3,High School,Divorced,$80K - $120K,Gold,48,5,1,7,5000,2761,13828,2755.42,33153,128,92.68,0.323,Canada
ID_002987,Standard,21,F,2,Uneducated,Married,$80K - $120K,Blue,44,2,1,9,10000,9135,13139,-468.12,1546,63,9.78,0.415,USA
ID_002988,Gold,75,M,4,Unknown,Divorced,$80K - $120K,Blue,47,3,4,4,15000,9259,8242,1481.05,29584,78,106.4,0.575,USA
ID_002989,Gold,23,M,2,High School,Single,$120K+,Gold,27,1,1,1,1000,7717,17092,2555.32,19211,194,131.81,0.068,USA
ID_002990,Platinum,66,F,0,High School,Single,$40K - $60K,Blue,32,5,5,7,7500,1339,18158,938.83,21492,141,-13.1,0.931,USA
ID_002991,Standard,74,F,4,High School,Married,$60K - $80K,Gold,59,4,0,1,7500,9429,17647,148.47,34642,118,23.49,0.357,UK
ID_002992,Standard,54,M,5,High School,Unknown,$60K - $80K,Gold,4,1,4,3,3000,5029,10280,2637.8,30284,27,55.83,0.426,UK
ID_002993,Standard,78,F,5,Graduate,Divorced,$40K - $60K,Platinum,27,1,4,8,2000,7871,19901,3310.5,38227,6,10.97,0.059,Canada
ID_002994,Standard,45,M,5,Uneducated,Married,$80K - $120K,Blue,30,3,4,6,7500,9722,10134,3503.58,35639,51,82.94,0.153,Canada
ID_002995,Standard,47,F,5,Uneducated,Married,Less than $40K,Silver,3,5,1,2,3000,5469,16122,953.7,19998,173,116.75,0.285,Canada
ID_002996,Premium,24,M,5,Uneducated,Divorced,$80K - $120K,Gold,46,3,3,0,7500,4110,3346,-406.2,6302,50,96.14,0.248,USA
ID_002997,Gold,26,M,2,Unknown,Married,$40K - $60K,Blue,45,4,1,5,1000,1827,15481,4493.48,8004,99,138.75,0.305,USA
ID_002998,Premium,42,M,3,Graduate,Unknown,$120K+,Blue,27,4,4,8,15000,6724,1155,3126.85,19111,179,27.55,0.315,Canada
ID_002999,Standard,50,F,2,Uneducated,Divorced,$80K - $120K,Blue,38,5,0,3,7500,3824,18628,4690.68,45322,126,-13.54,0.73,UK
ID_003000,Platinum,18,M,1,Uneducated,Divorced,$60K - $80K,Gold,36,1,5,6,1000,1475,11465,-126.55,42675,45,123.99,0.063,UK
ID_003001,Platinum,68,M,2,High School,Married,$120K+,Gold,1,2,3,2,25000,7257,4900,2943.52,13847,7,147.62,0.416,USA
ID_003002,Standard,23,M,4,High School,Unknown,$40K - $60K,Gold,35,3,4,0,25000,5290,9641,178.14,22845,49,39.44,0.127,Canada
ID_003003,Standard,35,M,5,High School,Unknown,Less than $40K,Blue,56,1,5,4,10000,1370,2231,4198.61,36190,180,-11.83,0.79,Canada
ID_003004,Platinum,27,F,2,Uneducated,Single,$80K - $120K,Silver,12,4,1,0,15000,2167,4066,2117.17,20993,170,7.59,0.992,USA
ID_003005,Premium,45,F,3,High School,Divorced,$120K+,Platinum,35,4,2,1,5000,5285,4869,2196.01,31961,116,38.26,0.616,UK
ID_003006,Premium,28,M,5,Uneducated,Single,$120K+,Silver,55,1,4,6,25000,5334,2451,4584.39,35600,119,-21.88,0.631,UK
ID_003007,Standard,50,M,0,Unknown,Unknown,$60K - $80K,Gold,18,1,0,0,1000,8553,19153,824.32,12091,72,28.22,0.009,Canada
ID_003008,Premium,18,F,1,Unknown,Unknown,$80K - $120K,Gold,46,4,2,5,25000,8689,8589,2714.07,11446,32,89.31,0.49,UK
ID_003009,Platinum,30,M,4,Post-Graduate,Single,Less than $40K,Gold,37,3,2,6,10000,6064,2815,-134.05,13258,158,53.99,0.543,Canada
ID_003010,Premium,54,F,3,Graduate,Divorced,$120K+,Silver,23,3,1,3,1000,6645,3320,1179.06,23415,37,106.85,0.96,USA
ID_003011,Standard,37,M,1,High School,Single,$60K - $80K,Silver,33,1,1,3,1000,5324,14014,168.54,29110,157,-28.82,0.063,UK
ID_003012,Platinum,18,F,2,High School,Unknown,$80K - $120K,Gold,14,5,5,1,10000,9867,15717,207.87,16755,167,117.79,0.11,USA
ID_003013,Premium,69,M,1,Graduate,Unknown,$80K - $120K,Platinum,59,4,3,4,7500,3812,222,2966.59,1518,64,16.79,0.378,UK
ID_003014,Gold,20,F,5,Graduate,Married,Less than $40K,Platinum,44,2,4,6,10000,2407,1606,718.92,41689,163,20.7,0.423,USA
ID_003015,Platinum,35,F,5,Post-Graduate,Married,$60K - $80K,Blue,1,4,5,3,2000,3875,8752,506.18,28125,124,68.54,0.57,Canada
ID_003016,Platinum,58,F,0,Graduate,Single,Less than $40K,Silver,27,3,3,7,10000,4034,7045,3848.07,2623,189,94.09,0.952,Canada
ID_003017,Gold,31,M,1,Uneducated,Married,$120K+,Platinum,24,3,3,7,25000,2883,15143,1842.9,362,44,-19.07,0.61,UK
ID_003018,Gold,48,F,1,High School,Unknown,$40K - $60K,Gold,2,2,2,6,1000,3998,716,1279.96,14675,151,-45.95,0.84,UK
ID_003019,Platinum,44,F,5,Graduate,Divorced,$40K - $60K,Silver,12,3,1,2,15000,1832,15032,3890.91,11082,151,5.36,0.581,USA
ID_003020,Gold,34,M,2,Uneducated,Divorced,Less than $40K,Blue,13,2,2,9,25000,7655,19605,1932.25,16968,52,15.76,0.476,USA
ID_003021,Standard,72,M,2,Graduate,Single,Less than $40K,Blue,27,3,4,8,3000,1966,13946,3889.66,3363,35,-19.52,0.897,Canada
ID_003022,Standard,63,M,4,Uneducated,Married,$40K - $60K,Silver,20,2,3,7,7500,1463,12945,910.82,36762,30,103.42,0.026,USA
ID_003023,Standard,46,M,2,Unknown,Single,$120K+,Gold,47,5,3,9,2000,8938,14240,4771.49,36997,46,81.15,0.638,UK
ID_003024,Platinum,53,F,1,Uneducated,Married,Less than $40K,Platinum,48,4,4,0,15000,3023,15946,4541.95,43035,105,-9.33,0.811,UK
ID_003025,Gold,54,M,0,Post-Graduate,Divorced,$120K+,Silver,51,3,5,8,25000,741,14324,3941.61,20748,134,-18.98,0.247,UK
ID_003026,Gold,43,M,2,Uneducated,Married,$120K+,Gold,37,1,3,6,2000,9230,1771,276.54,42860,50,47.29,0.057,UK
ID_003027,Premium,70,M,5,Graduate,Married,$60K - $80K,Silver,34,2,1,9,15000,4237,11612,3364.99,22922,94,121.04,0.106,USA
ID_003028,Premium,34,M,5,Unknown,Single,$120K+,Blue,6,2,1,9,7500,6799,6720,3905.66,20692,155,25.15,0.789,UK
ID_003029,Gold,39,M,4,Unknown,Divorced,$80K - $120K,Silver,8,2,3,3,3000,6135,10110,1180.32,35223,64,75.95,0.18,UK
ID_003030,Gold,78,M,4,Uneducated,Married,$40K - $60K,Gold,21,3,4,4,5000,283,16176,-157.95,12618,24,-5.34,0.21,Canada
ID_003031,Gold,42,M,1,Graduate,Divorced,$40K - $60K,Gold,39,4,2,6,7500,2765,16344,617.87,19500,136,131.03,0.462,USA
ID_003032,Platinum,19,F,2,Unknown,Married,Less than $40K,Blue,21,1,3,7,2000,3107,13345,2513.65,35375,36,113.08,0.274,UK
ID_003033,Gold,72,F,2,Uneducated,Divorced,Less than $40K,Gold,45,2,0,3,5000,5806,345,510.65,3539,104,116.42,0.943,UK
ID_003034,Premium,39,F,4,Uneducated,Married,$60K - $80K,Gold,6,2,1,6,2000,2229,8683,2969.84,7165,78,-47.84,0.353,USA
ID_003035,Platinum,22,F,2,Uneducated,Unknown,$60K - $80K,Blue,41,2,0,5,1000,9608,10062,1351.2,22812,99,47.81,0.101,Canada
ID_003036,Gold,21,F,1,Unknown,Divorced,$80K - $120K,Gold,44,2,0,8,15000,7949,7452,353.52,46333,164,-44.73,0.263,USA
ID_003037,Premium,53,M,0,High School,Unknown,Less than $40K,Gold,59,1,0,3,5000,3128,12056,2678.75,32241,87,119.64,0.198,USA
ID_003038,Platinum,23,M,5,Graduate,Unknown,$40K - $60K,Silver,30,2,3,3,10000,6732,10811,-557.38,593,145,-15.6,0.385,Canada
ID_003039,Gold,69,M,1,Post-Graduate,Unknown,$80K - $120K,Silver,10,1,3,2,7500,6071,11001,2749.01,17786,59,94.9,0.264,UK
ID_003040,Gold,38,M,2,Post-Graduate,Married,Less than $40K,Silver,11,1,0,7,7500,178,19525,4846.39,26425,104,-0.38,0.953,USA
ID_003041,Gold,30,F,1,Graduate,Divorced,$80K - $120K,Silver,1,2,3,7,3000,4022,10739,3268.58,13435,158,116.92,0.904,UK
ID_003042,Platinum,71,F,5,High School,Married,$120K+,Platinum,10,5,0,3,5000,7012,7531,968.46,44683,154,12.77,0.702,Canada
ID_003043,Premium,54,M,3,Graduate,Married,$120K+,Silver,25,1,0,2,3000,2364,14762,4407.71,49311,17,-41.81,0.909,UK
ID_003044,Premium,72,M,5,Uneducated,Divorced,$80K - $120K,Silver,16,5,5,5,7500,322,14243,2167.07,26363,79,-40.54,0.644,USA
ID_003045,Standard,42,F,5,Graduate,Single,Less than $40K,Silver,19,1,2,8,3000,8006,6100,2170.34,26974,70,121.62,0.772,Canada
ID_003046,Gold,43,F,3,Graduate,Married,$120K+,Blue,10,3,5,7,5000,13,3650,1269.9,32007,163,128.93,0.822,UK
ID_003047,Standard,72,F,2,Unknown,Unknown,$120K+,Silver,47,2,2,6,7500,8437,3771,-686.73,23934,145,99.2,0.15,UK
ID_003048,Standard,56,M,2,Post-Graduate,Married,$80K - $120K,Platinum,14,3,2,6,2000,1700,3672,619.74,47882,70,144.27,0.651,UK
ID_003049,Premium,37,M,0,Post-Graduate,Single,$120K+,Platinum,3,1,4,4,7500,1647,10721,3909.82,40729,37,132.84,0.532,USA
ID_003050,Platinum,50,F,5,Uneducated,Unknown,$40K - $60K,Platinum,4,3,1,1,15000,5653,15280,558.45,44584,46,93.42,0.864,UK
ID_003051,Platinum,31,F,1,Uneducated,Married,$120K+,Gold,40,2,3,8,3000,8907,12513,1474.21,38587,192,-47.51,0.618,Canada
ID_003052,Premium,73,M,0,Unknown,Divorced,$80K - $120K,Blue,33,2,2,2,15000,9175,18198,2803.95,6546,35,-12.39,0.659,USA
ID_003053,Platinum,53,M,2,Uneducated,Unknown,$120K+,Silver,20,1,1,8,3000,7389,11223,694.52,38575,45,-6.27,0.573,Canada
ID_003054,Standard,34,M,2,High School,Single,$120K+,Silver,15,1,1,9,7500,8666,13636,3871.03,2238,172,5.99,0.271,Canada
ID_003055,Gold,38,M,4,Unknown,Married,$60K - $80K,Gold,7,5,5,1,25000,5204,9033,4392.32,15881,6,4.2,0.559,Canada
ID_003056,Premium,63,F,0,Unknown,Divorced,$80K - $120K,Blue,44,4,3,0,1000,1783,17852,-629.84,14974,132,-11.82,0.981,USA
ID_003057,Gold,33,F,2,Graduate,Unknown,$80K - $120K,Gold,3,3,5,9,25000,4222,10218,2447.55,48562,67,47.16,0.632,USA
ID_003058,Platinum,63,F,3,Graduate,Unknown,$60K - $80K,Platinum,55,5,4,6,1000,8385,2284,1096.56,32027,20,142.2,0.865,Canada
ID_003059,Gold,33,M,4,High School,Divorced,$60K - $80K,Gold,27,3,0,0,1000,2148,18127,2325.99,16401,48,-40.78,0.516,Canada
ID_003060,Platinum,73,M,1,Unknown,Single,$40K - $60K,Blue,37,2,2,7,25000,9281,8470,2280.94,9311,167,-16.01,0.432,USA
ID_003061,Platinum,37,M,4,Unknown,Unknown,$120K+,Gold,29,1,4,2,15000,2251,17343,-940.1,46499,169,22.93,0.28,UK
ID_003062,Standard,46,F,5,Graduate,Single,Less than $40K,Blue,26,3,3,2,25000,896,17046,2890.76,38020,111,71.91,0.978,UK
ID_003063,Platinum,45,F,5,Post-Graduate,Single,Less than $40K,Gold,27,4,4,8,25000,2178,19983,295.52,16977,199,-23.09,0.953,Canada
ID_003064,Standard,25,F,1,Post-Graduate,Divorced,$60K - $80K,Blue,25,2,5,0,2000,5120,15264,2354.73,2941,158,61.95,0.868,UK
ID_003065,Standard,41,M,3,Graduate,Unknown,$80K - $120K,Silver,40,2,1,6,2000,2082,2383,4372.29,31567,151,-23.33,0.853,UK
ID_003066,Standard,20,M,1,Uneducated,Married,$80K - $120K,Platinum,43,5,4,1,15000,8975,19521,153.73,14338,152,-9.21,0.483,Canada
ID_003067,Premium,42,F,0,Unknown,Divorced,$40K - $60K,Blue,51,4,2,2,2000,9876,5729,620.97,23941,126,-46.51,0.64,UK
ID_003068,Premium,36,M,1,High School,Divorced,Less than $40K,Gold,30,2,4,9,7500,9202,13346,-618.1,47311,179,142.09,0.057,USA
ID_003069,Platinum,50,F,1,Post-Graduate,Single,$80K - $120K,Gold,44,4,4,7,10000,3332,8827,1950.45,45867,34,2.21,0.032,Canada
ID_003070,Standard,19,F,4,Uneducated,Married,$40K - $60K,Platinum,20,1,1,2,25000,9502,3514,4220.59,19958,67,72.33,0.309,Canada
ID_003071,Premium,32,F,3,Unknown,Divorced,$40K - $60K,Silver,7,4,5,1,7500,9472,18970,2268.84,16324,68,-0.44,0.611,UK
ID_003072,Standard,39,F,1,Uneducated,Single,$60K - $80K,Silver,29,5,4,6,5000,3798,13475,1114.89,43867,68,135.33,0.732,UK
ID_003073,Gold,77,M,0,Unknown,Unknown,Less than $40K,Silver,46,5,1,2,1000,4492,15517,4434.9,3379,143,-40.96,0.402,USA
ID_003074,Gold,27,M,4,Unknown,Single,$40K - $60K,Blue,34,3,2,7,5000,5663,693,2193.62,9856,125,48.83,0.778,USA
ID_003075,Gold,35,M,3,Graduate,Married,$40K - $60K,Platinum,26,1,2,3,1000,3524,6947,4842.19,39931,169,15.37,0.842,USA
ID_003076,Platinum,39,M,3,Graduate,Married,$40K - $60K,Blue,27,1,0,5,3000,3163,16956,3501.36,3204,52,23.15,0.337,UK
ID_003077,Standard,63,M,2,High School,Single,Less than $40K,Blue,54,4,5,7,25000,9606,7072,4468.0,49219,108,-29.8,0.972,UK
ID_003078,Gold,66,M,5,High School,Unknown,$60K - $80K,Blue,57,5,0,3,5000,6523,12673,2889.87,41692,45,28.41,0.279,UK
ID_003079,Premium,44,F,0,Uneducated,Married,$120K+,Blue,44,5,1,4,7500,3129,16002,4936.16,17729,41,96.7,0.602,USA
ID_003080,Gold,30,M,5,Graduate,Married,$80K - $120K,Gold,9,5,0,2,25000,3532,6790,2152.58,30971,145,86.78,0.197,Canada
ID_003081,Gold,50,M,4,Unknown,Unknown,Less than $40K,Gold,22,1,0,3,3000,4589,17324,2843.61,19898,16,133.75,0.669,Canada
ID_003082,Gold,22,M,4,Graduate,Divorced,Less than $40K,Gold,12,5,3,9,5000,4113,6150,-194.73,27614,3,-38.13,0.043,UK
ID_003083,Platinum,43,F,0,Unknown,Married,Less than $40K,Blue,6,3,0,7,3000,519,16059,4620.35,12926,121,130.64,0.634,Canada
ID_003084,Premium,30,M,3,Graduate,Single,$120K+,Silver,6,2,5,6,10000,6995,5692,1009.91,42649,32,40.27,0.963,Canada
ID_003085,Standard,44,F,1,Unknown,Unknown,$80K - $120K,Gold,27,5,4,5,10000,4909,19694,2990.28,36237,198,34.1,0.356,UK
ID_003086,Premium,74,M,0,Uneducated,Married,$80K - $120K,Platinum,58,3,2,4,10000,7036,5599,1163.15,47656,154,36.1,0.809,Canada
ID_003087,Standard,31,M,4,Graduate,Divorced,$40K - $60K,Gold,54,3,0,8,3000,1665,17563,4311.17,25064,155,88.96,0.22,Canada
ID_003088,Platinum,41,M,5,Post-Graduate,Married,$40K - $60K,Blue,19,2,1,3,3000,3502,14243,-337.85,7242,74,39.59,0.585,UK
